Kraj,Emigranci,Imigranci,HICP,Populacja,Wynagrodzenie minimalne,Bezrobocie aktywnych,Bezrobocie ogolu,Bezrobocie wsrod mlodych,Ceny nieruchomosci,Przyznane obywatelstwa,Wynagrodzenie srednie,PKB
1.0,0.9090909090909091,0.8999999999999999,0.9090909090909091,0.9,0.9000000000000001,0.9090909090909091,0.9090909090909092,0.9,0.9,0.9090909090909091,0.9090909090909092,0.9
0.875,0.9,0.8999999999999999,0.9090909090909092,0.9090909090909091,0.9,0.9090909090909091,0.9,0.9,0.9090909090909091,0.9090909090909091,0.9090909090909092,0.9
0.8571428571428572,0.8999999999999999,0.8999999999999999,0.9090909090909091,0.8999999999999999,0.8999999999999999,0.9090909090909091,0.8999999999999999,0.8999999999999999,0.9,0.9090909090909091,0.9090909090909091,0.9
0.7142857142857143,0.9,0.9090909090909092,0.9090909090909091,0.9,,0.9,0.9090909090909091,0.9,0.9090909090909092,0.9090909090909092,0.9090909090909091,0.9
0.8958333333333334,0.8999999999999999,0.9,0.9,0.9000000000000001,0.8999999999999999,0.9,0.9090909090909091,0.8999999999999999,0.9090909090909091,0.9,0.9,0.9
1.0,0.9090909090909091,0.8999999999999999,0.9090909090909092,0.9090909090909091,0.9,0.9090909090909091,0.9090909090909092,0.9090909090909092,0.9,0.9,0.8999999999999999,0.9090909090909091
1.0,0.9,0.9,0.9,0.9,0.8999999999999999,0.9,0.9090909090909091,0.9090909090909092,0.9,0.8999999999999999,0.8999999999999999,0.8999999999999999
1.0,0.9090909090909091,0.9,0.9,0.9,0.8999999999999999,0.9090909090909091,0.9090909090909092,0.8999999999999999,,0.9,0.8999999999999999,0.9090909090909091
0.8,0.9,0.9090909090909091,0.9,0.9090909090909092,0.9,0.9,0.9090909090909091,0.9090909090909091,0.8999999999999999,0.9090909090909092,0.9090909090909091,0.9090909090909092
0.8333333333333334,0.9090909090909092,0.9090909090909092,0.8999999999999999,0.9090909090909092,0.9090909090909091,0.9090909090909091,0.8999999999999999,0.9,0.9090909090909091,0.8999999999999999,0.9090909090909092,0.9
1.0,0.9090909090909091,0.9090909090909092,0.9,0.9,0.9,0.8999999999999999,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9,0.9090909090909091,0.9090909090909091
0.8,0.9,0.9,0.8999999999999999,0.9,,0.9,0.8999999999999999,0.9090909090909092,0.9090909090909092,0.9090909090909091,0.9,0.9090909090909092
0.6666666666666667,0.9,0.9,0.9090909090909091,0.9,,0.9,0.8999999999999999,0.9,0.9090909090909091,0.8999999999999999,0.9090909090909092,0.9090909090909091
0.8333333333333334,0.9090909090909092,0.9090909090909092,0.9,0.9090909090909091,0.9,0.9,0.9090909090909091,0.9,0.9,0.9,0.9090909090909091,0.9
0.6666666666666667,0.9090909090909092,0.9090909090909092,0.9,0.9,0.9090909090909091,0.9090909090909091,0.9,0.9,0.9,0.9090909090909092,0.9,0.9090909090909091
0.8,0.9,0.9,0.9090909090909091,0.9090909090909091,0.9090909090909092,0.9090909090909091,0.9,0.9090909090909092,0.9090909090909091,0.9,0.8999999999999999,0.9090909090909091
0.8571428571428572,0.9,0.8999999999999999,0.9090909090909091,0.9090909090909092,0.9090909090909091,0.9090909090909092,0.9090909090909091,0.9,0.9,0.9090909090909091,0.8999999999999999,0.9
0.8,0.9090909090909092,0.9,0.9090909090909091,0.8999999999999999,0.9,0.9,0.9090909090909092,0.9,0.9090909090909091,0.9090909090909091,0.8999999999999999,0.9
1.0,0.8999999999999999,0.8999999999999999,0.9090909090909091,0.9,0.9090909090909092,0.9090909090909092,0.9000000000000001,0.8999999999999999,0.9,0.9090909090909092,0.9090909090909092,0.9090909090909091
1.0,0.9090909090909091,0.9090909090909092,0.9,0.9090909090909091,,0.9090909090909091,0.9,0.9090909090909091,0.9,0.9,0.9,0.9090909090909092
1.0,0.9090909090909092,0.9,0.8999999999999999,0.9090909090909092,0.9090909090909092,0.8999999999999999,0.9,0.9,0.9,0.9,0.8999999999999999,0.9
0.875,0.8999999999999999,0.9,0.9090909090909092,0.8999999999999999,0.9090909090909091,0.9090909090909091,0.9,0.9,0.9090909090909092,0.9090909090909091,0.9,0.8999999999999999
0.8571428571428572,0.9090909090909091,0.8999999999999999,0.9090909090909092,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909092,0.9,0.9090909090909091,0.9,0.9090909090909091,0.9
0.875,0.9090909090909092,0.8999999999999999,0.9090909090909092,0.8999999999999999,0.9090909090909091,0.8999999999999999,0.9090909090909091,0.8999999999999999,0.9,0.9090909090909092,0.8999999999999999,0.9090909090909091
1.0,0.8999999999999999,0.8999999999999999,0.9090909090909092,0.9090909090909092,0.9,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8999999999999999,0.8999999999999999,0.9
0.7142857142857143,0.9090909090909092,0.9090909090909091,0.9090909090909091,0.8999999999999999,,0.9,0.8999999999999999,0.9090909090909091,0.9,0.9090909090909092,0.9,0.9
0.8333333333333334,0.9090909090909091,0.9090909090909091,0.9,0.9090909090909091,,0.9090909090909092,0.9090909090909091,0.9000000000000001,0.9,0.9,0.9090909090909091,0.9090909090909091
1.0,0.9,0.8999999999999999,0.8999999999999999,0.8999999999999999,,0.9090909090909091,0.9090909090909091,0.9090909090909092,0.8999999999999999,0.9,0.9090909090909092,0.9090909090909092
0.9230769230769231,0.9090909090909091,0.8999999999999999,,0.9090909090909092,,,,,,0.9090909090909091,,
1.0,0.9090909090909091,0.9090909090909091,0.8999999999999999,0.9,,0.9,0.9090909090909091,0.9,0.9,0.9090909090909091,0.9,0.9090909090909092
0.7272727272727273,0.9090909090909091,0.9,0.9090909090909092,0.9090909090909091,,0.9,0.9090909090909092,0.9090909090909091,,0.9,0.9090909090909091,0.9090909090909091
0.7857142857142857,0.9090909090909091,0.9090909090909092,0.9,0.9090909090909091,0.9090909090909091,0.9090909090909092,0.8999999999999999,0.9090909090909091,0.9090909090909092,0.9090909090909092,0.9,0.9090909090909091
0.8666666666666667,,0.9090909090909091,0.9090909090909091,0.9090909090909091,,0.9,0.9,0.9090909090909091,,,,0.9090909090909092
0.8571428571428572,,,,,,,,,,,,
0.8571428571428572,,,,,,,,,,,,
0.8333333333333334,,,,,,,,,,,,
0.8,,,,,,,,,,,,
1.0,,,,,,,,,,,,
0.8,,,,,,,,,,,,
0.8,,,,,,,,,,,,
1.0,,,,0.9090909090909092,,,,,,,,
0.9,,,,0.9090909090909091,,,,,,,,
